,ip,req,timestamp,marker,resourceID
1442,141.8.143.184,GET /newevaluation?resourceid=3225,Fri Jul 20 08:31:48 2018,evalStart,3225
1443,141.8.143.184,GET /newevaluation?resourceid=3225,20/Jul/2018:08:31:48 +0000,evalStart,3225
1444,141.8.143.184,GET /newevaluation?resourceid=2292,Fri Jul 20 08:31:50 2018,evalStart,2292
1445,141.8.143.184,GET /newevaluation?resourceid=2292,20/Jul/2018:08:31:50 +0000,evalStart,2292
1446,84.201.133.40,GET /newevaluation?resourceid=1072,Fri Jul 20 08:31:53 2018,evalStart,1072
1447,84.201.133.40,GET /newevaluation?resourceid=1072,20/Jul/2018:08:31:53 +0000,evalStart,1072
1448,5.255.250.159,GET /newevaluation?resourceid=2219,Fri Jul 20 08:31:55 2018,evalStart,2219
1449,5.255.250.159,GET /newevaluation?resourceid=2219,20/Jul/2018:08:31:55 +0000,evalStart,2219
1450,141.8.143.184,GET /newevaluation?resourceid=3017,Fri Jul 20 08:31:58 2018,evalStart,3017
1451,141.8.143.184,GET /newevaluation?resourceid=3017,20/Jul/2018:08:31:58 +0000,evalStart,3017
1452,141.8.143.184,GET /newevaluation?resourceid=1063,Fri Jul 20 08:32:00 2018,evalStart,1063
1453,141.8.143.184,GET /newevaluation?resourceid=1063,20/Jul/2018:08:32:00 +0000,evalStart,1063
1454,5.255.250.134,GET /newevaluation?resourceid=2289,Fri Jul 20 08:32:02 2018,evalStart,2289
1455,5.255.250.134,GET /newevaluation?resourceid=2289,20/Jul/2018:08:32:02 +0000,evalStart,2289
1456,5.255.250.57,GET /login?next=%2Fnewevaluation%3Fresourceid%3D502,Fri Jul 20 08:32:04 2018,,
1457,5.255.250.57,GET /login?next=%2Fnewevaluation%3Fresourceid%3D502,20/Jul/2018:08:32:04 +0000,,
1458,141.8.143.178,GET /login?next=%2Fnewevaluation%3Fresourceid%3D3225,Fri Jul 20 08:32:06 2018,,
1459,141.8.143.178,GET /login?next=%2Fnewevaluation%3Fresourceid%3D3225,20/Jul/2018:08:32:06 +0000,,
1460,5.255.250.159,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2292,Fri Jul 20 08:32:09 2018,,
1461,5.255.250.159,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2292,20/Jul/2018:08:32:09 +0000,,
1462,141.8.143.184,GET /login?next=%2Fnewevaluation%3Fresourceid%3D1072,Fri Jul 20 08:32:11 2018,,
1463,141.8.143.184,GET /login?next=%2Fnewevaluation%3Fresourceid%3D1072,20/Jul/2018:08:32:11 +0000,,
1464,141.8.143.184,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2219,Fri Jul 20 08:32:13 2018,,
1465,141.8.143.184,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2219,20/Jul/2018:08:32:13 +0000,,
1466,141.8.143.184,GET /login?next=%2Fnewevaluation%3Fresourceid%3D3017,Fri Jul 20 08:32:15 2018,,
1467,141.8.143.184,GET /login?next=%2Fnewevaluation%3Fresourceid%3D3017,20/Jul/2018:08:32:15 +0000,,
1468,141.8.143.184,GET /login?next=%2Fnewevaluation%3Fresourceid%3D1063,Fri Jul 20 08:32:17 2018,,
1469,141.8.143.184,GET /login?next=%2Fnewevaluation%3Fresourceid%3D1063,20/Jul/2018:08:32:17 +0000,,
1470,141.8.143.184,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2289,Fri Jul 20 08:32:19 2018,,
1471,141.8.143.184,GET /login?next=%2Fnewevaluation%3Fresourceid%3D2289,20/Jul/2018:08:32:19 +0000,,
1472,157.55.39.14,GET /robots.txt,20/Jul/2018:08:38:24 +0000,,
1473,157.55.39.14,GET /robots.txt,Fri Jul 20 08:38:24 2018,,
1474,157.55.39.14,GET /robots.txt,20/Jul/2018:08:38:24 +0000,,
1475,207.46.13.40,GET /,20/Jul/2018:08:38:28 +0000,,
1476,49.156.39.90,GET /,20/Jul/2018:09:44:37 +0000,,
1477,157.55.39.33,GET /robots.txt,Fri Jul 20 09:47:04 2018,,
1478,157.55.39.33,GET /robots.txt,20/Jul/2018:09:47:04 +0000,,
1479,207.46.13.40,GET /,20/Jul/2018:09:47:05 +0000,,
1480,40.77.167.19,GET /,Fri Jul 20 09:47:10 2018,,
1481,40.77.167.19,GET /,20/Jul/2018:09:47:10 +0000,,
1482,157.55.39.183,GET /robots.txt,20/Jul/2018:10:11:30 +0000,,
1483,157.55.39.183,GET /robots.txt,Fri Jul 20 10:11:31 2018,,
1484,157.55.39.183,GET /robots.txt,20/Jul/2018:10:11:31 +0000,,
1485,31.184.194.109,GET /,20/Jul/2018:10:11:37 +0000,,
1486,37.49.231.62,GET //libs/js/iframe.js,Fri Jul 20 10:12:25 2018,,
1487,37.49.231.62,GET //libs/js/iframe.js,20/Jul/2018:10:12:25 +0000,,
1488,187.56.218.215,GET /,20/Jul/2018:10:37:05 +0000,,
1489,194.154.68.90,GET /,20/Jul/2018:10:44:31 +0000,,
1490,191.37.131.59,GET /,20/Jul/2018:11:03:14 +0000,,
1491,217.77.221.197,GET /,20/Jul/2018:11:05:29 +0000,,
1492,185.181.92.170,GET /,20/Jul/2018:11:06:42 +0000,,
1493,218.211.168.176,GET /,20/Jul/2018:11:34:54 +0000,,
1494,218.211.168.176,GET /,Fri Jul 20 11:34:55 2018,,
1495,218.211.168.176,GET /,20/Jul/2018:11:34:55 +0000,,
1496,138.118.77.2,GET /,20/Jul/2018:11:55:48 +0000,,
1497,211.143.198.185,GET /,20/Jul/2018:11:59:53 +0000,,
1498,128.74.163.149,GET /,20/Jul/2018:12:44:38 +0000,,
1499,128.72.22.56,GET /,Fri Jul 20 12:44:40 2018,,
1500,128.72.22.56,GET /,20/Jul/2018:12:44:40 +0000,,
1501,137.187.70.127,GET /register,Fri Jul 20 13:04:17 2018,,
1502,137.187.70.127,GET /register,20/Jul/2018:13:04:17 +0000,,
1503,137.187.70.127,GET /static/img/icon-32.png,20/Jul/2018:13:04:17 +0000,,
1504,137.187.70.127,POST /register,Fri Jul 20 13:04:55 2018,,
1505,137.187.70.127,POST /register,20/Jul/2018:13:04:55 +0000,,
1506,137.187.70.127,GET /login,Fri Jul 20 13:04:55 2018,,
1507,137.187.70.127,GET /login,20/Jul/2018:13:04:55 +0000,,
1508,137.187.70.127,POST /login,Fri Jul 20 13:05:09 2018,,
1509,137.187.70.127,POST /login,20/Jul/2018:13:05:09 +0000,,
1510,137.187.70.127,GET /,Fri Jul 20 13:05:09 2018,,
1511,137.187.70.127,GET /,20/Jul/2018:13:05:09 +0000,,
1512,137.187.70.127,GET /login,Fri Jul 20 13:05:12 2018,,
1513,137.187.70.127,GET /login,20/Jul/2018:13:05:12 +0000,,
1514,137.187.70.127,POST /login,Fri Jul 20 13:05:24 2018,,
1515,137.187.70.127,POST /login,20/Jul/2018:13:05:24 +0000,,
1516,137.187.70.127,GET /,20/Jul/2018:13:05:24 +0000,,
1517,137.187.70.127,GET /,Fri Jul 20 13:05:24 2018,,
1518,27.147.134.178,GET /,20/Jul/2018:13:05:30 +0000,,
1519,137.187.70.127,GET /project/1/resources,20/Jul/2018:13:05:31 +0000,,
1520,137.187.70.127,GET /project/1/resources,Fri Jul 20 13:05:30 2018,,
1521,202.59.130.16,GET /,20/Jul/2018:13:12:09 +0000,,
1522,184.105.247.195,GET /,20/Jul/2018:13:16:29 +0000,,
1523,184.105.247.195,GET /,Fri Jul 20 13:16:29 2018,,
1524,146.203.121.6,GET /,Fri Jul 20 13:26:14 2018,,
1525,146.203.121.6,GET /,20/Jul/2018:13:26:14 +0000,,
1526,146.203.121.6,GET /static/img/icon-32.png,20/Jul/2018:13:26:15 +0000,,
1527,146.203.121.6,GET /,Fri Jul 20 13:26:17 2018,,
1528,146.203.121.6,GET /,20/Jul/2018:13:26:17 +0000,,
1529,146.203.121.6,GET /,20/Jul/2018:13:26:20 +0000,,
1530,146.203.121.6,GET /,Fri Jul 20 13:26:20 2018,,
1531,146.203.121.6,GET /project/1/resources,20/Jul/2018:13:26:31 +0000,,
1532,146.203.121.6,GET /project/1/resources,Fri Jul 20 13:26:31 2018,,
1533,146.203.121.6,GET /newevaluation?resourceid=3232,20/Jul/2018:13:26:39 +0000,evalStart,3232
1534,146.203.121.6,GET /newevaluation?resourceid=3232,Fri Jul 20 13:26:39 2018,evalStart,3232
1535,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 13:37:01 2018,evalEnd,
1536,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:13:37:02 +0000,evalEnd,
1537,146.203.121.6,GET /project/1/resources,20/Jul/2018:13:37:02 +0000,,
1538,146.203.121.6,GET /project/1/resources,Fri Jul 20 13:37:02 2018,,
1539,146.203.121.6,GET /newevaluation?resourceid=3647,20/Jul/2018:13:37:11 +0000,evalStart,3647
1540,146.203.121.6,GET /newevaluation?resourceid=3647,Fri Jul 20 13:37:11 2018,evalStart,3647
1541,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 13:41:36 2018,evalEnd,
1542,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:13:41:36 +0000,evalEnd,
1543,146.203.121.6,GET /project/1/resources,20/Jul/2018:13:41:36 +0000,,
1544,146.203.121.6,GET /project/1/resources,Fri Jul 20 13:41:36 2018,,
1545,177.138.237.131,GET /,20/Jul/2018:13:52:03 +0000,,
1546,146.203.121.6,GET /newevaluation?resourceid=955,20/Jul/2018:13:52:18 +0000,evalStart,955
1547,146.203.121.6,GET /newevaluation?resourceid=955,Fri Jul 20 13:52:18 2018,evalStart,955
1548,146.203.121.6,GET /project/1/resources,20/Jul/2018:13:58:11 +0000,,
1549,146.203.121.6,GET /project/1/resources,Fri Jul 20 13:58:11 2018,,
1550,146.203.121.6,GET /static/img/icon-32.png,20/Jul/2018:13:58:11 +0000,,
1551,146.203.121.6,GET /newevaluation?resourceid=1515,20/Jul/2018:13:58:14 +0000,evalStart,1515
1552,146.203.121.6,GET /newevaluation?resourceid=1515,Fri Jul 20 13:58:14 2018,evalStart,1515
1553,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 14:00:53 2018,evalEnd,
1554,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:14:00:53 +0000,evalEnd,
1555,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:00:53 +0000,,
1556,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:00:53 2018,,
1557,191.5.179.0,GET /,20/Jul/2018:14:04:15 +0000,,
1558,146.203.121.6,GET /,20/Jul/2018:14:09:10 +0000,,
1559,146.203.121.6,GET /,Fri Jul 20 14:09:10 2018,,
1560,146.203.121.6,GET /,20/Jul/2018:14:09:10 +0000,,
1561,41.193.212.124,GET /,20/Jul/2018:14:10:13 +0000,,
1562,146.203.121.6,GET /,20/Jul/2018:14:11:42 +0000,,
1563,146.203.121.6,GET /,Fri Jul 20 14:11:42 2018,,
1564,146.203.121.6,GET /,20/Jul/2018:14:11:43 +0000,,
1565,146.203.121.6,GET /static/img/icon-32.png,20/Jul/2018:14:11:43 +0000,,
1566,146.203.121.6,GET /newevaluation?resourceid=1776,20/Jul/2018:14:13:09 +0000,evalStart,1776
1567,146.203.121.6,GET /newevaluation?resourceid=1776,Fri Jul 20 14:13:09 2018,evalStart,1776
1568,146.203.121.6,GET /newevaluation?resourceid=51,20/Jul/2018:14:13:33 +0000,evalStart,51
1569,146.203.121.6,GET /newevaluation?resourceid=51,Fri Jul 20 14:13:33 2018,evalStart,51
1570,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 14:14:29 2018,evalEnd,
1571,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:14:14:29 +0000,evalEnd,
1572,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:14:29 +0000,,
1573,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:14:29 2018,,
1574,146.203.121.6,GET /newevaluation?resourceid=1747,20/Jul/2018:14:14:43 +0000,evalStart,1747
1575,146.203.121.6,GET /newevaluation?resourceid=1747,Fri Jul 20 14:14:43 2018,evalStart,1747
1576,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 14:18:45 2018,evalEnd,
1577,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:14:18:46 +0000,evalEnd,
1578,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:18:46 +0000,,
1579,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:18:46 2018,,
1580,146.203.121.6,GET /newevaluation?resourceid=1365,20/Jul/2018:14:18:50 +0000,evalStart,1365
1581,146.203.121.6,GET /newevaluation?resourceid=1365,Fri Jul 20 14:18:50 2018,evalStart,1365
1582,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 14:21:16 2018,evalEnd,
1583,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:14:21:17 +0000,evalEnd,
1584,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:21:17 +0000,,
1585,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:21:17 2018,,
1586,146.203.121.6,GET /project/1/myevaluations?,Fri Jul 20 14:21:18 2018,,
1587,146.203.121.6,GET /project/1/myevaluations?,20/Jul/2018:14:21:18 +0000,,
1588,146.203.121.6,GET /project/1/myevaluations/,20/Jul/2018:14:21:19 +0000,,
1589,146.203.121.6,GET /project/1/myevaluations/,Fri Jul 20 14:21:18 2018,,
1590,146.203.121.6,GET /project/1/myevaluations/page/2?,20/Jul/2018:14:21:20 +0000,,
1591,146.203.121.6,GET /project/1/myevaluations/page/2?,Fri Jul 20 14:21:20 2018,,
1592,146.203.121.6,GET /project/1/resources?,20/Jul/2018:14:21:23 +0000,,
1593,146.203.121.6,GET /project/1/resources?,Fri Jul 20 14:21:23 2018,,
1594,146.203.121.6,GET /newevaluation?resourceid=1265,20/Jul/2018:14:21:33 +0000,evalStart,1265
1595,146.203.121.6,GET /newevaluation?resourceid=1265,Fri Jul 20 14:21:33 2018,evalStart,1265
1596,146.203.121.6,GET /newevaluation?resourceid=2871,20/Jul/2018:14:21:52 +0000,evalStart,2871
1597,146.203.121.6,GET /newevaluation?resourceid=2871,Fri Jul 20 14:21:52 2018,evalStart,2871
1598,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 14:22:00 2018,evalEnd,
1599,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:14:22:00 +0000,evalEnd,
1600,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:22:00 +0000,,
1601,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:22:00 2018,,
1602,146.203.121.6,GET /newevaluation?resourceid=1762,20/Jul/2018:14:22:06 +0000,evalStart,1762
1603,146.203.121.6,GET /newevaluation?resourceid=1762,Fri Jul 20 14:22:06 2018,evalStart,1762
1604,188.246.234.62,GET /admin/assets/js/views/login.js,Fri Jul 20 14:23:30 2018,,
1605,188.246.234.62,GET /admin/assets/js/views/login.js,20/Jul/2018:14:23:30 +0000,,
1606,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 14:26:50 2018,evalEnd,
1607,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:14:26:50 +0000,evalEnd,
1608,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:26:50 +0000,,
1609,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:26:50 2018,,
1610,146.203.121.6,GET /newevaluation?resourceid=1160,20/Jul/2018:14:27:14 +0000,evalStart,1160
1611,146.203.121.6,GET /newevaluation?resourceid=1160,Fri Jul 20 14:27:14 2018,evalStart,1160
1612,188.246.234.62,GET /admin/assets/js/views/login.js,20/Jul/2018:14:28:06 +0000,,
1613,124.41.214.111,GET /,20/Jul/2018:14:29:38 +0000,,
1614,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 14:31:20 2018,evalEnd,
1615,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:14:31:21 +0000,evalEnd,
1616,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:31:21 +0000,,
1617,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:31:21 2018,,
1618,146.203.121.6,GET /project/1/myevaluations/,20/Jul/2018:14:31:23 +0000,,
1619,146.203.121.6,GET /project/1/myevaluations/,Fri Jul 20 14:31:23 2018,,
1620,146.203.121.6,GET /project/1/myevaluations/page/2?,20/Jul/2018:14:31:31 +0000,,
1621,146.203.121.6,GET /project/1/myevaluations/page/2?,Fri Jul 20 14:31:31 2018,,
1622,146.203.121.6,GET /project/1/resources?,20/Jul/2018:14:31:36 +0000,,
1623,146.203.121.6,GET /project/1/resources?,Fri Jul 20 14:31:36 2018,,
1624,146.203.121.6,GET /newevaluation?resourceid=3581,20/Jul/2018:14:31:42 +0000,evalStart,3581
1625,146.203.121.6,GET /newevaluation?resourceid=3581,Fri Jul 20 14:31:41 2018,evalStart,3581
1626,204.68.92.141,GET /,Fri Jul 20 14:33:13 2018,,
1627,204.68.92.141,GET /,20/Jul/2018:14:33:13 +0000,,
1628,204.68.92.141,GET /static/img/icon-32.png,20/Jul/2018:14:33:13 +0000,,
1629,204.68.92.141,GET /register,Fri Jul 20 14:33:16 2018,,
1630,204.68.92.141,GET /register,20/Jul/2018:14:33:16 +0000,,
1631,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 14:34:36 2018,evalEnd,
1632,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:14:34:36 +0000,evalEnd,
1633,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:34:36 +0000,,
1634,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:34:36 2018,,
1635,146.203.121.6,GET /project/1/myevaluations/,20/Jul/2018:14:34:41 +0000,,
1636,146.203.121.6,GET /project/1/myevaluations/,Fri Jul 20 14:34:40 2018,,
1637,146.203.121.6,GET /project/1/myevaluations/page/2?,20/Jul/2018:14:34:43 +0000,,
1638,146.203.121.6,GET /project/1/myevaluations/page/2?,Fri Jul 20 14:34:43 2018,,
1639,146.203.121.6,GET /project/1/myevaluations/page/3?,20/Jul/2018:14:34:45 +0000,,
1640,146.203.121.6,GET /project/1/myevaluations/page/3?,Fri Jul 20 14:34:44 2018,,
1641,146.203.121.6,GET /project/1/myevaluations/page/4?,20/Jul/2018:14:34:46 +0000,,
1642,146.203.121.6,GET /project/1/myevaluations/page/4?,Fri Jul 20 14:34:45 2018,,
1643,146.203.121.6,GET /project/1/resources?,20/Jul/2018:14:34:58 +0000,,
1644,146.203.121.6,GET /project/1/resources?,Fri Jul 20 14:34:58 2018,,
1645,146.203.121.6,GET /newevaluation?resourceid=1570,20/Jul/2018:14:35:01 +0000,evalStart,1570
1646,146.203.121.6,GET /newevaluation?resourceid=1570,Fri Jul 20 14:35:00 2018,evalStart,1570
1647,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 14:37:41 2018,evalEnd,
1648,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:14:37:42 +0000,evalEnd,
1649,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:37:42 +0000,,
1650,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:37:42 2018,,
1651,146.203.121.6,GET /project/1/myevaluations/,20/Jul/2018:14:37:47 +0000,,
1652,146.203.121.6,GET /project/1/myevaluations/,Fri Jul 20 14:37:47 2018,,
1653,146.203.121.6,GET /project/1/myevaluations/page/2?,20/Jul/2018:14:37:49 +0000,,
1654,146.203.121.6,GET /project/1/myevaluations/page/2?,Fri Jul 20 14:37:48 2018,,
1655,146.203.121.6,GET /project/1/resources?,20/Jul/2018:14:37:53 +0000,,
1656,146.203.121.6,GET /project/1/resources?,Fri Jul 20 14:37:53 2018,,
1657,146.203.121.6,GET /newevaluation?resourceid=3521,20/Jul/2018:14:37:57 +0000,evalStart,3521
1658,146.203.121.6,GET /newevaluation?resourceid=3521,Fri Jul 20 14:37:57 2018,evalStart,3521
1659,146.203.121.6,GET /newevaluation?resourceid=3558,20/Jul/2018:14:38:31 +0000,evalStart,3558
1660,146.203.121.6,GET /newevaluation?resourceid=3558,Fri Jul 20 14:38:31 2018,evalStart,3558
1661,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 14:41:30 2018,evalEnd,
1662,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:14:41:30 +0000,evalEnd,
1663,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:41:30 +0000,,
1664,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:41:30 2018,,
1665,146.203.121.6,GET /newevaluation?resourceid=3841,20/Jul/2018:14:41:37 +0000,evalStart,3841
1666,146.203.121.6,GET /newevaluation?resourceid=3841,Fri Jul 20 14:41:37 2018,evalStart,3841
1667,66.249.83.92,GET /,20/Jul/2018:14:42:39 +0000,,
1668,66.249.83.82,GET /,Fri Jul 20 14:42:39 2018,,
1669,66.249.83.82,GET /,20/Jul/2018:14:42:39 +0000,,
1670,66.249.83.81,GET /static/img/favicon.ico,20/Jul/2018:14:42:39 +0000,,
1671,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 14:45:26 2018,evalEnd,
1672,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:14:45:27 +0000,evalEnd,
1673,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:45:27 +0000,,
1674,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:45:27 2018,,
1675,146.203.121.6,GET /newevaluation?resourceid=2245,20/Jul/2018:14:45:30 +0000,evalStart,2245
1676,146.203.121.6,GET /newevaluation?resourceid=2245,Fri Jul 20 14:45:30 2018,evalStart,2245
1677,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 14:46:01 2018,evalEnd,
1678,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:14:46:02 +0000,evalEnd,
1679,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:46:02 +0000,,
1680,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:46:02 2018,,
1681,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 14:49:14 2018,evalEnd,
1682,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:14:49:15 +0000,evalEnd,
1683,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:49:15 +0000,,
1684,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:49:15 2018,,
1685,146.203.121.6,GET /project/1/myevaluations/,20/Jul/2018:14:49:16 +0000,,
1686,146.203.121.6,GET /project/1/myevaluations/,Fri Jul 20 14:49:16 2018,,
1687,146.203.121.6,GET /project/1/myevaluations/page/2?,20/Jul/2018:14:49:18 +0000,,
1688,146.203.121.6,GET /project/1/myevaluations/page/2?,Fri Jul 20 14:49:18 2018,,
1689,146.203.121.42,GET /,Fri Jul 20 14:50:27 2018,,
1690,146.203.121.42,GET /,20/Jul/2018:14:50:27 +0000,,
1691,146.203.121.6,GET /newevaluation?resourceid=1198,20/Jul/2018:14:50:51 +0000,evalStart,1198
1692,146.203.121.6,GET /newevaluation?resourceid=1198,Fri Jul 20 14:50:51 2018,evalStart,1198
1693,146.203.121.6,GET /newevaluation?resourceid=558,20/Jul/2018:14:51:41 +0000,evalStart,558
1694,146.203.121.6,GET /newevaluation?resourceid=558,Fri Jul 20 14:51:41 2018,evalStart,558
1695,146.203.121.6,GET /,20/Jul/2018:14:54:29 +0000,,
1696,146.203.121.6,GET /,Fri Jul 20 14:54:29 2018,,
1697,146.203.121.6,GET /static/img/icon-32.png,20/Jul/2018:14:54:29 +0000,,
1698,146.203.121.6,GET /,Fri Jul 20 14:54:34 2018,,
1699,146.203.121.6,GET /,20/Jul/2018:14:54:34 +0000,,
1700,31.184.194.109,GET /,20/Jul/2018:14:58:33 +0000,,
1701,146.203.121.6,GET /,Fri Jul 20 14:59:00 2018,,
1702,146.203.121.6,GET /,20/Jul/2018:14:59:00 +0000,,
1703,146.203.121.6,GET /,Fri Jul 20 14:59:06 2018,,
1704,146.203.121.6,GET /,20/Jul/2018:14:59:06 +0000,,
1705,146.203.121.6,GET /,Fri Jul 20 14:59:06 2018,,
1706,146.203.121.6,GET /,20/Jul/2018:14:59:06 +0000,,
1707,146.203.121.6,GET /,Fri Jul 20 14:59:09 2018,,
1708,146.203.121.6,GET /,20/Jul/2018:14:59:09 +0000,,
1709,146.203.121.6,GET /,Fri Jul 20 14:59:09 2018,,
1710,146.203.121.6,GET /,20/Jul/2018:14:59:09 +0000,,
1711,146.203.121.6,GET /project/1/resources,20/Jul/2018:14:59:13 +0000,,
1712,146.203.121.6,GET /project/1/resources,Fri Jul 20 14:59:13 2018,,
1713,146.203.121.6,GET /newevaluation?resourceid=3622,20/Jul/2018:14:59:17 +0000,evalStart,3622
1714,146.203.121.6,GET /newevaluation?resourceid=3622,Fri Jul 20 14:59:17 2018,evalStart,3622
1715,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 15:02:36 2018,evalEnd,
1716,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:15:02:37 +0000,evalEnd,
1717,146.203.121.6,GET /project/1/resources,20/Jul/2018:15:02:37 +0000,,
1718,146.203.121.6,GET /project/1/resources,Fri Jul 20 15:02:37 2018,,
1719,146.203.121.6,GET /newevaluation?resourceid=1907,20/Jul/2018:15:02:41 +0000,evalStart,1907
1720,146.203.121.6,GET /newevaluation?resourceid=1907,Fri Jul 20 15:02:41 2018,evalStart,1907
1721,146.203.121.6,GET /newevaluation?resourceid=3517,20/Jul/2018:15:02:49 +0000,evalStart,3517
1722,146.203.121.6,GET /newevaluation?resourceid=3517,Fri Jul 20 15:02:49 2018,evalStart,3517
1723,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 15:04:23 2018,evalEnd,
1724,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:15:04:23 +0000,evalEnd,
1725,146.203.121.6,GET /project/1/resources,20/Jul/2018:15:04:23 +0000,,
1726,146.203.121.6,GET /project/1/resources,Fri Jul 20 15:04:23 2018,,
1727,146.203.121.6,GET /newevaluation?resourceid=333,20/Jul/2018:15:04:25 +0000,evalStart,333
1728,146.203.121.6,GET /newevaluation?resourceid=333,Fri Jul 20 15:04:25 2018,evalStart,333
1729,146.203.121.6,GET /,Fri Jul 20 15:08:02 2018,,
1730,146.203.121.6,GET /,20/Jul/2018:15:08:02 +0000,,
1731,146.203.121.6,GET /project/1/resources,20/Jul/2018:15:08:05 +0000,,
1732,146.203.121.6,GET /project/1/resources,Fri Jul 20 15:08:04 2018,,
1733,146.203.121.6,GET /newevaluation?resourceid=3832,20/Jul/2018:15:08:06 +0000,evalStart,3832
1734,146.203.121.6,GET /newevaluation?resourceid=3832,Fri Jul 20 15:08:06 2018,evalStart,3832
1735,146.203.121.6,GET /login?next=%2Fnewevaluation%3Fresourceid%3D3832,Fri Jul 20 15:08:06 2018,,
1736,146.203.121.6,GET /login?next=%2Fnewevaluation%3Fresourceid%3D3832,20/Jul/2018:15:08:06 +0000,,
1737,146.203.121.6,POST /login?next=%2Fnewevaluation%3Fresourceid%3D3832,Fri Jul 20 15:08:10 2018,,
1738,146.203.121.6,POST /login?next=%2Fnewevaluation%3Fresourceid%3D3832,20/Jul/2018:15:08:10 +0000,,
1739,146.203.121.6,GET /newevaluation?resourceid=3832,20/Jul/2018:15:08:10 +0000,evalStart,3832
1740,146.203.121.6,GET /newevaluation?resourceid=3832,Fri Jul 20 15:08:10 2018,evalStart,3832
1741,146.203.121.6,POST /evaluationsubmitted,Fri Jul 20 15:11:41 2018,evalEnd,
1742,146.203.121.6,POST /evaluationsubmitted,20/Jul/2018:15:11:41 +0000,evalEnd,
1743,146.203.121.6,GET /project/1/resources,20/Jul/2018:15:11:41 +0000,,
1744,146.203.121.6,GET /project/1/resources,Fri Jul 20 15:11:41 2018,,
1745,146.203.121.6,GET /project/1/resources,20/Jul/2018:15:11:56 +0000,,
1746,146.203.121.6,GET /project/1/resources,Fri Jul 20 15:11:56 2018,,
